Taimekaitsevahendi ID,Taimekaitsevahendi nimi,Taimekaitsevahendi liik,Taimekaitsevahendi alamliik,Preparatiivne vorm,Loa valdaja,Loa valdaja aadress,On keemiline,Registreerimise number,Registreerimise kuupäev,Turulelaskmise loa lõpptähtaeg,Müüdav tunnistusega,Ohutuslaused hoiatuslaused,Riskilaused ohulaused,Ohtlikkuse kategooria,Ohumärgid piktogrammid ja tunnussõna,Ohtlikud ained etiketil,Taimekaitsevahendi tootja aadress,Taimekaitsevahendi pakendaja,Pakendi suurus,Vabamüügis olevad pakendid,EL kombineeritud nomenklatuur
00880,Achiba,Herbitsiid,,Emulsioonikontsentraat,NISSAN CHEMICAL EUROPE S.A.S.,"18 Chemin des Cuers, 69570 Dardilly, Prantsusmaa",True,00880,2024-07-26,2028-02-28,True,"P391 Mahavoolanud toode kokku koguda. ;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.;P280 Kanda kaitsekindaid ja kaitseprille või kaitsemaski.;P301+P310+P331 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. MITTE kutsuda esile oksendamist.;P305+P351+P338+ P310 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).","H411 Mürgine veeorganismidele, pikaajaline toime;H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H318 Põhjustab raskeid silmakahjustusi;EUH066 Korduv kokkupuude võib põhjustada naha kuivust või lõhenemist;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Ohtlik vesikeskkonnale - Aquatic Chronic 2;Hingamiskahjustused - Asp. Tox. 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1,GHS09;GHS05;GHS08;Ettevaatust,"2-etüülheksanool;  lahustibensiin (nafta), raske, aromaatne","18 Chemin des Cuers, 69570 Dardilly, France",Nissan Chemical Europe S.A.S,1 L ja 5 L HDPE-PA või HDPE-COEX pudel,,38089311
00938,Barracuda,Herbitsiid,,Suspensioonikontsentraat,ALBAUGH TKI D.O.O.,"Grajski trg 21, SI-2327 RACE, Sloveenia",True,00938,2025-09-03,2033-05-31,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille või kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P261 Vältida udu/auru/pihustatud aine sissehingamist.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.","H317 Võib põhjustada allergilist nahareaktsiooni;H318 Põhjustab raskeid silmakahjustusi;H361d Arvatavasti kahjustab loodet;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Reproduktiivtoksilisus - Repr. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS05;GHS07;GHS08;GHS09;Ettevaatust,"fosforhape; alkoholid, C9-11-iso-, C10-rikkad, etoksüülitud; Oktaan-1-ool; etoksüleeritud fenool-polüetüleenglükool fosforhappe ester","Grajski trg 21, SI-2327 Rače, Slovenia",Albaugh TKI d.o.o,"0.5 L, 1 L, 3 L, 5 L, 10 L, 15 L, 20 L HDPE pudel",,38089327
00939,Fraxion,Herbitsiid,,Suspensioonikontsentraat,ALBAUGH TKI D.O.O.,"Grajski trg 21, SI-2327 RACE, Sloveenia",True,00939,2025-09-03,2033-05-31,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille või kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P261 Vältida udu/auru/pihustatud aine sissehingamist.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsikute kombinatsioonist, mille leiab infolehel vastavast tabelist.","H317 Võib põhjustada allergilist nahareaktsiooni;H318 Põhjustab raskeid silmakahjustusi;H361d Arvatavasti kahjustab loodet;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Reproduktiivtoksilisus - Repr. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS05;GHS07;GHS08;GHS09;Ettevaatust,"fosforhape; alkoholid, C9-11-iso-, C10-rikkad, etoksüülitud; Oktaan-1-ool; etoksüleeritud fenool-polüetüleenglükool fosforhappe ester","Grajski trg 21, SI-2327 Rače, Slovenia",Albaugh TKI d.o.o,"0.5 L, 1 L, 3 L, 5 L, 10 L, 15 L, 20 L HDPE pudel",,38089327
00945,Conaxis,Herbitsiid,,Kapselsuspensioon,BASF UAB,"Spaudos g. 6-1, LT-05132 Vilnius, Leedu.",True,00945,2025-10-15,2027-09-30,True,"P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P261 Vältida udu/auru/pihustatud aine sissehingamist.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P280 Kanda kaitsekindaid ja kaitseprille.;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;SPe1 Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud klomasooni sisaldavat vahendit rohkem kui üks kord samal põllul kahe aasta jooksul.;SPe1 Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud dimeteenamiid-p-d sisaldavat vahendit rohkem kui üks kord samal põllul kahe aasta jooksul, välja arvatud talirapsi puhul, mille korral kehtib kasutuspiirang: mitte kasutada seda või ükskõik millist muud dimeteenamiid-p-d sisaldavat vahendit rohkem kui üks kord samal põllul kolme aasta jooksul.;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast või kasuta 75% triivi vähendavaid otsikuid.","H302 Allaneelamisel kahjulik;H317 Võib põhjustada allergilist nahareaktsiooni;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Äge mürgisus - Acute Tox. 4;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1A;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS09;Hoiatus,dimeteenamiid; klomasoon; 2-metüülisotiasool-3(2H)-oon,"D-67056 Ludwigshafen, Saksamaa",BASF SE,"0.15, 0.25, 0.5, 1 L pudel, 5, 10, 15, 20 L mahuti HDPE või f-HDPE",,38089327
00926,Silvron,Fungitsiid,,Emulsioonikontsentraat,BAYER AG,,True,00926,2025-06-17,2027-06-30,True,"P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P261 Vältida udu/auru/pihustatud aine sissehingamist.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P403+P233 Hoida hästi ventileeritavas kohas. Hoida mahuti tihedalt suletuna. ;P301+P310+P331 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. MITTE kutsuda esile oksendamist.;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaseveekogudest või kasutada 75 % triivi vähendavaid otsakuid.","H315 Põhjustab nahaärritust;H317 Võib põhjustada allergilist nahareaktsiooni;H319 Põhjustab tugevat silmade ärritust;H335 Võib põhjustada hingamisteede ärritust;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H410 Väga mürgine veeorganismidele, pikaajaline toime",Nahasöövitus/-ärritus - Skin Irrit. 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Mürgisus sihtelundi suhtes – ühekordne kokkupuude - STOT SE 3;Hingamiskahjustused - Asp. Tox. 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS08;GHS09;Ettevaatust,"Biksafeen; Fluopüraam; Lahustibensiin (nafta), raske aromaatne, <1% naftaleeni; N,N-dimetüüldekaanamiid.","Kaiser-Wilhelm-Allee 1, 51373 Leverkusen, Saksamaa",Bayer AG,"1 L, 3 L, 5 L, 10 L, 15 L HDPE mahuti",,38089250
00898,SUNDA,Herbitsiid,,"Emulsioon, õli vees",SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas Business Center, Carril Condomina nº 3, 12th Floor, 30006 Murcia, Hispaania",True,00898,2024-12-11,2026-08-15,True,"P270 Toote käitlemise ajal mitte süüa, juua ega suitsetada. ;P280 Kanda kaitsekindaid.;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).",EUH208 Sisaldab 5-kloro-2-metüül-4-isotiasool-3-ooni ja 2-metüül-2H-isotiasool-3-ooni segu. Võib esile kutsuda allergilise reaktsiooni.,Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS09;Hoiatus,Fenoksaprop-P-etüül ning reaktsioonisegu: 5-kloro-2-metüül-4-isotiasoliin-3-oon [EÜ nr. 247-500-7] ja 2-metüül-4-isotiasoliin-3-oon [EÜ nr. 220-239-6] (3:1).,"Prime Business Park, Dashrathlal Joshi Road, Vive Parle (West), 400056 Mumbai, India",Sharda Cropchem Limited,"0,25 L ; 0,5 L ; 1 L ; 5 L ; 10 L ; 20 L HDPE pudel",,38089390
00789,Ferramol Limacide,Molluskitsiid,,Kasutusvalmis sööt,W. NEUDORFF GMBH KG,"An der Mühle 3, 31860 Emmerthal, Germany",True,00789,2021-01-15,2031-12-31,True,SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P102 Hoida lastele kättesaamatus kohas.,EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Klassifikatsioon puudub,Puudub,,"Otto-Brenner Straße 13-15, 21337 Lüneburg, Germany",W. Neudorff GmbH KG,,"600 g – 2700 g kotid, 500 g – 5500 g kotid, 650 g – 1500 g HDPE pudel",38089990
00910,FLYER,Herbitsiid,,Suspensioonikontsentraat,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayase ärikeskus, Carril Condomina nr 3, 12. korrus, 30006 Murcja, Hispaania Kuningriik",True,00910,2025-03-05,2031-12-31,True,P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m põllumajanduses mittekasutatavast maast või 5 m puhvervööndist koos 50% triivi vähendavate otsakutega või kasutada 90% triivi vähendavaid otsikuid.;P280 Kanda kaitsekindaid.;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.,"EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;EUH208 Sisaldab 1,2-bensisotiasoliin-3-ooni. Võib esile kutsuda allergilise reaktsiooni.;H410 Väga mürgine veeorganismidele, pikaajaline toime",Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Klassifikatsioon puudub,GHS09;Hoiatus,"florasulaam; fosforhape ;1,2-bensisotiasool-3-oon; naatriumhüdroksiid","2nd floor, Prime Business Park, Dashrathlal Joshi Road, Vile Parle (West), Mumbai – 400 056, India",Sharda Cropchem Ltd.,"0,25 L ; 0,5 L ; 1 L ; 5 L ; 10 L ; 20 L HDPE pudel",,38089327
00903,GIFT,Kasvuregulaator,,Tabletid,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas Business Center, Carril Condomina nº 3, 12th Floor,  30006 Murcia, Spain",True,00903,2025-01-31,2026-07-15,True,P280 Kanda kaitsekindaid.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).,EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Klassifikatsioon puudub,,,"2nd floor , Prime Business Park Dashrathlal Joshi Road Vile Parle ( West ) Mumbai - 400056, India",Sharda Cropchem Ltd.,ca 100g (10 tabletti) ; ca 250g (25 tabletti) ; ca 600g (60 tabletti) HPDE/PP pakendis.,,38089190
00878,SOCIETY,Fungitsiid,,Vees dispergeeruvad graanulid,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas ärikeskus, Carril Condomina nr. 3, 12. korrus, 30006 Murcia, Hispaania",True,00878,2024-06-28,2026-06-15,True,"SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;P261 Vältida tolmu ja pihustatud aine sissehingamist.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P102 Hoida lastele kättesaamatus kohas.","EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H411 Mürgine veeorganismidele, pikaajaline toime;H317 Võib põhjustada allergilist nahareaktsiooni",Ohtlik vesikeskkonnale - Aquatic Chronic 2;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1,GHS07;GHS09;Hoiatus,Tsüprodiniil,"Prime Business Park, Dashrathlal Joshi Road, Vile Parle (West), Mumbai – 400 056, India",Sharda Cropchem Limited,"5 kg, 10 kg, 45 kg, 400 kg","2 g, 5 g, 20 g, 100 g, 160 g, 200 g, 250 g , 300 g, 400 g, 1 kg",38089290
00820,Darby,Herbitsiid,,Vesilahus/Vees lahustuv kontsentraat,BARCLAY CHEMICALS (R&D) LTD.,,True,00820,2022-04-13,2031-12-31,True,"P273 Vältida sattumist keskkonda. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P310 Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).","EUH208 Sisaldab 2,4-D dimetüülamiinsoola. Võib esile kutsuda allergilise reaktsiooni.;H318 Põhjustab raskeid silmakahjustusi;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1,GHS05;GHS09;Ettevaatust,"2,4-D DMA","Wyke Lane, Wyke, Bradford, West Yorkshire, BD12 9EJ, UK",Nufarm Crop Products UK limited,"1 l PET pudel; 1 l, 5 l, 10 l, 20 l HDPE konteinerid",,38089311
00821,Stapler,Herbitsiid,,Vesilahus/Vees lahustuv kontsentraat,BARCLAY CHEMICALS (R&D) LTD.,,True,00821,2022-04-13,2031-12-31,True,"P273 Vältida sattumist keskkonda. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P310 Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).","EUH208 Sisaldab 2,4-D dimetüülamiinsoola. Võib esile kutsuda allergilise reaktsiooni.;H318 Põhjustab raskeid silmakahjustusi;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1,GHS05;GHS09;Ettevaatust,"2,4-D DMA","Wyke Lane, Wyke, Bradford, West Yorkshire, BD12 9EJ, UK",Nufarm Crop Products UK limited,"1 l PET pudel; 1 l, 5 l, 10 l, 20 l HDPE konteinerid",,38089311
00921,MAKLER 250 SE,Fungitsiid,,Suspoemulsioon,INNVIGO SP. Z O. O.,"Al. Jerozolismie 178, 02-486 Warsaw, Poland",True,00921,2025-05-21,2028-05-31,True,"P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P261 Vältida udu/auru/pihustatud aine sissehingamist.;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille või kaitsemaski.;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.","H302+H332 Allaneelamisel või sissehingamisel kahjulik;EUH208 Sisaldab fluasinaami ja 1,2-bensisotiasoliin-3-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Äge mürgisus - Acute Tox. 4;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS09;Hoiatus,,"Innvigo Sp. z o.o., Al. Jerozolismie 178, 02-486 Warsaw, Poland",Innvigo Sp. z o.o.,"100 mL, 250 mL, 500 mL, 1L, 3L, 5L HDPE/PA pudel
3L, 5L, 10L HDPE/PA kanister",,38089290
00922,BOLID 250 SE,Fungitsiid,,Suspoemulsioon,INNVIGO SP. Z O. O.,"Al. Jerozolismie 178, 02-486 Warsaw, Poland",True,00922,2025-05-21,2028-05-31,True,"P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P261 Vältida udu/auru/pihustatud aine sissehingamist.;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille või kaitsemaski.;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.","H302+H332 Allaneelamisel või sissehingamisel kahjulik;EUH208 Sisaldab fluasinaami ja 1,2-bensisotiasoliin-3-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Äge mürgisus - Acute Tox. 4;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS09;Hoiatus,,"Innvigo Sp. z o.o., Al. Jerozolismie 178, 02-486 Warsaw, Poland",Innvigo Sp. z o.o.,"100 mL, 250 mL, 500 mL, 1L, 3L, 5L HDPE/PA pudel
3L, 5L, 10L HDPE/PA kanister",,38089290
00876,MOTA,Herbitsiid,,Suspensioonikontsentraat,SHARDA CROPCHEM ESPAÑA S.L.,"Edificio Atalayas ärikeskus, Carril Condomina nr. 3, 12. korrus, 30006 Murcia, Hispaania",True,00876,2024-06-27,2027-10-31,True,"P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe1 Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab metasakloori, rohkem kui 750 g metasakloori hektari kohta samal põllul kolme aasta jooksul;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit pinnaveekogust. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 meetrit põllumajanduses mittekasutatavast maast.;P201 Enne kasutamist tutvuda erijuhistega.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ","H302 Allaneelamisel kahjulik;H351 Arvatavasti põhjustab vähktõbe;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;EUH208 Sisaldab metasakloori. Võib esile kutsuda allergilise reaktsiooni.",Äge mürgisus - Acute Tox. 4;Kantserogeensus - Carc. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS07;GHS08;GHS09;Hoiatus,-,"Prime Business Park, Dashrathlal Joshi Road, Vile Parle (West), Mumbai – 400 056, India",Sharda Cropchem Ltd.,"0.15 l HDPE pudel, 0.25 l HDPE pudel, 1 l HDPE pudel, 1 l HDPE ökopudel, 3 l HDPE konteiner, 5 l HDPE konteiner, 5 l HDPE ökokonteiner, 10 l HDPE konteiner, 10 l HDPE ökokonteiner",,38089315
534,Saracen,Herbitsiid,,Suspensioonikontsentraat,NUFARM  GMBH & CO KG,"St.-Peter Str. 25, A-4021 Linz, Austria",True,534,2014-10-30,2031-12-31,True,SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit pinnaveekogust. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 meetrit põllumajanduses mittekasutatavast maast.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;P102 Hoida lastele kättesaamatus kohas.,"EUH208 Sisaldab fluasinaami ja 1,2-bensisotiasoliin-3-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1,GHS09;Hoiatus,,"Thyborønvej 76-78, DK-7673 Harboøre, Denmark",Cheminova A/S,"100 ml HDPE pudel, 250 ml HDPE pudel, 0.5 l HDPE pudel, 1 l HDPE pudel, 3 l HDPE pudel, 5 l HDPE pudel",,38089327
00790,Fragma,Herbitsiid,,Suspensioonikontsentraat,NUFARM  GMBH & CO KG,"St.-Peter Str. 25, A-4021 Linz, Austria",True,00790,2021-01-18,2031-12-31,True,SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 meetrit pinnaveekogust. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 meetrit põllumajanduses mittekasutatavast maast.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;P102 Hoida lastele kättesaamatus kohas.,"EUH208 Sisaldab fluasinaami ja 1,2-bensisotiasoliin-3-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1,GHS09;Hoiatus,,"Thyborønvej 76-78, DK-7673 Harboøre, Denmark",Cheminova A/S,"100 ml HDPE pudel, 250 ml HDPE pudel, 0.5 l HDPE pudel, 1 l HDPE pudel, 3 l HDPE pudel, 5 l HDPE pudel",,38089327
